"","NUME","CMR","Data","Temp"
"4371","Tg. Mures","TransilvaniaS","X2000.01.01",9.73769855499268
"4372","Baisoara","TransilvaniaN","X2000.01.01",6.05673980712891
"4373","Bacau","Moldova","X2000.01.01",10.8630409240723
"4374","Bucin","TransilvaniaS","X2000.01.01",5.49295902252197
"4375","Vaslui","Moldova","X2000.01.01",10.6113424301147
"4376","Stana de Vale","Banat-Crisana","X2000.01.01",6.28715085983276
"4377","Joseni","TransilvaniaS","X2000.01.01",6.21942472457886
"4378","Sarmasu","TransilvaniaS","X2000.01.01",9.34679412841797
"4379","Holod","Banat-Crisana","X2000.01.01",11.7787675857544
"4380","Vladeasa 1800","TransilvaniaN","X2000.01.01",6.01923274993896
"4381","Cluj-Napoca","TransilvaniaN","X2000.01.01",9.99216461181641
"4382","Negresti","Moldova","X2000.01.01",10.6675891876221
"4383","Roman","Moldova","X2000.01.01",10.6925201416016
"4384","Ceahlau Toaca","Moldova","X2000.01.01",8.25189018249512
"4385","Piatra Neamt","Moldova","X2000.01.01",10.1704387664795
"4386","Borod","Banat-Crisana","X2000.01.01",10.3063564300537
"4387","Oradea","Banat-Crisana","X2000.01.01",11.9037256240845
"4388","Bistrita","TransilvaniaN","X2000.01.01",8.4316987991333
"4389","Dej","TransilvaniaN","X2000.01.01",10.0100545883179
"4390","Iasi","Moldova","X2000.01.01",11.2682466506958
"4391","Zalau","TransilvaniaN","X2000.01.01",10.3766031265259
"4392","Cotnari","Moldova","X2000.01.01",10.7031507492065
"4393","Supuru de Jos","TransilvaniaN","X2000.01.01",11.3357810974121
"4394","Iezer","TransilvaniaN","X2000.01.01",4.22638368606567
"4395","Suceava","Moldova","X2000.01.01",9.44452095031738
"4396","Baia Mare","TransilvaniaN","X2000.01.01",9.53810977935791
"4397","Botosani","Moldova","X2000.01.01",10.9001092910767
"4398","Satu Mare","TransilvaniaN","X2000.01.01",11.1461639404297
"4399","Radauti","Moldova","X2000.01.01",9.08953380584717
"4400","Sighetul Marmatiei","TransilvaniaN","X2000.01.01",9.02901363372803
"4401","Zimnicea","Muntenia","X2001.01.01",12.1343832015991
"4402","Turnu Magurele","Muntenia","X2001.01.01",11.742712020874
"4403","Bechet","Oltenia","X2001.01.01",12.1300001144409
"4404","Mangalia","Dobrogea","X2001.01.01",12.5184926986694
"4405","Giurgiu","Muntenia","X2001.01.01",12.1218357086182
"4406","Calafat","Oltenia","X2001.01.01",12.3001365661621
"4407","Alexandria","Muntenia","X2001.01.01",11.9430408477783
"4408","Bailesti","Oltenia","X2001.01.01",12.1692600250244
"4409","Caracal","Oltenia","X2001.01.01",11.8722743988037
"4410","Rosiori de Vede","Muntenia","X2001.01.01",11.9243831634521
"4411","Calarasi","Dobrogea","X2001.01.01",12.1824655532837
"4412","Constanta","Dobrogea","X2001.01.01",12.5272054672241
"4413","Craiova","Oltenia","X2001.01.01",11.5579175949097
"4414","Medgidia","Dobrogea","X2001.01.01",12.2778358459473
"4415","Videle","Muntenia","X2001.01.01",11.54430103302
"4416","Slatina","Oltenia","X2001.01.01",11.6521368026733
"4417","Baneasa","Muntenia","X2001.01.01",11.4046850204468
"4418","Slobozia","Dobrogea","X2001.01.01",11.8563289642334
"4419","Stolnici","Muntenia","X2001.01.01",11.2320547103882
"4420","Drobeta Turnu-Severin","Oltenia","X2001.01.01",12.1138906478882
"4421","Titu","Muntenia","X2001.01.01",11.1650409698486
"4422","Urziceni","Muntenia","X2001.01.01",11.7832880020142
"4423","Moldova Veche","Banat-Crisana","X2001.01.01",11.9274797439575
"4424","Dragasani","Oltenia","X2001.01.01",10.9898357391357
"4425","Grivita","Dobrogea","X2001.01.01",11.7453145980835
"4426","Jurilovca","Dobrogea","X2001.01.01",12.1683292388916
"4427","Pitesti","Muntenia","X2001.01.01",10.7974796295166
"4428","Tg. Logresti","Oltenia","X2001.01.01",10.7760820388794
"4429","Sf. Gheorghe","Dobrogea","X2001.01.01",12.1048765182495
"4430","Targoviste","Muntenia","X2001.01.01",10.6237258911133
"4431","Ploiesti","Muntenia","X2001.01.01",11.1494522094727
"4432","Moraresti","Muntenia","X2001.01.01",10.0448217391968
"4433","Apa Neagra","Oltenia","X2001.01.01",11.0349311828613
"4434","Oravita","Banat-Crisana","X2001.01.01",11.1103563308716
"4435","Tg. Jiu","Oltenia","X2001.01.01",11.0126028060913
"4436","Ramnicu Valcea","Oltenia","X2001.01.01",10.5100545883179
"4437","Semenic","Banat-Crisana","X2001.01.01",6.70931529998779
"4438","Curtea de Arges","Muntenia","X2001.01.01",9.85301399230957
"4439","Buzau","Muntenia","X2001.01.01",11.6929311752319
"4440","Sulina","Dobrogea","X2001.01.01",12.1689863204956
"4441","Tulcea","Dobrogea","X2001.01.01",11.8650407791138
"4442","Gorgova","Dobrogea","X2001.01.01",11.9517812728882
"4443","Braila","Dobrogea","X2001.01.01",11.6586303710938
"4444","Tarcu","Banat-Crisana","X2001.01.01",5.28956174850464
"4445","Campulung Muscel","Muntenia","X2001.01.01",8.78032875061035
"4446","Resita","Banat-Crisana","X2001.01.01",11.0422191619873
"4447","Patarlagele","Muntenia","X2001.01.01",9.70827388763428
"4448","Banloc","Banat-Crisana","X2001.01.01",11.6440000534058
"4449","Parang","Oltenia","X2001.01.01",6.6984658241272
"4450","Sinaia 1500","Muntenia","X2001.01.01",5.24567127227783
"4451","Ramnicu Sarat","Muntenia","X2001.01.01",11.139479637146
"4452","Caransebes","Banat-Crisana","X2001.01.01",10.9022741317749
"4453","Petrosani","Oltenia","X2001.01.01",7.40660285949707
"4454","Vf. Omu","Muntenia","X2001.01.01",5.24567127227783
"4455","Fundata","Muntenia","X2001.01.01",4.50643825531006
"4456","Predeal","Muntenia","X2001.01.01",4.95665740966797
"4457","Galati","Moldova","X2001.01.01",11.3725204467773
"4458","Lugoj","Banat-Crisana","X2001.01.01",11.1472606658936
"4459","Intorsura Buzaului","Muntenia","X2001.01.01",6.60186290740967
"4460","Focsani","Moldova","X2001.01.01",11.2942743301392
"4461","Brasov","TransilvaniaS","X2001.01.01",7.98830127716064
"4462","Timisoara","Banat-Crisana","X2001.01.01",11.2188491821289
"4463","Sibiu","TransilvaniaS","X2001.01.01",9.06742477416992
"4464","Fagaras","TransilvaniaS","X2001.01.01",8.86298656463623
"4465","Lacauti","TransilvaniaS","X2001.01.01",3.42358899116516
"4466","Tecuci","Moldova","X2001.01.01",11.1133422851562
"4467","Sf. Gheorghe","TransilvaniaS","X2001.01.01",7.54591798782349
"4468","Deva","Banat-Crisana","X2001.01.01",10.2432050704956
"4469","Sebes","TransilvaniaS","X2001.01.01",10.1576709747314
"4470","Tg. Seciuesc","TransilvaniaS","X2001.01.01",7.59487676620483
"4471","Sannicolau Mare","Banat-Crisana","X2001.01.01",11.1449041366577
"4472","Alba Iulia","TransilvaniaS","X2001.01.01",10.2681646347046
"4473","Baraolt","TransilvaniaS","X2001.01.01",7.59224653244019
"4474","Adjud","Moldova","X2001.01.01",10.6446847915649
"4475","Arad","Banat-Crisana","X2001.01.01",10.8588495254517
"4476","Dumbraveni","TransilvaniaS","X2001.01.01",9.13315105438232
"4477","Barlad","Moldova","X2001.01.01",10.6912603378296
"4478","Tg. Ocna","Moldova","X2001.01.01",9.47863006591797
"4479","Miercurea Ciuc","TransilvaniaS","X2001.01.01",6.62164402008057
"4480","Chisineu Cris","Banat-Crisana","X2001.01.01",10.9931783676147
"4481","Tg. Mures","TransilvaniaS","X2001.01.01",9.41432857513428
"4482","Baisoara","TransilvaniaN","X2001.01.01",5.0973973274231
"4483","Bacau","Moldova","X2001.01.01",10.1061639785767
"4484","Bucin","TransilvaniaS","X2001.01.01",5.37413692474365
"4485","Vaslui","Moldova","X2001.01.01",9.76150703430176
"4486","Stana de Vale","Banat-Crisana","X2001.01.01",5.21756172180176
"4487","Joseni","TransilvaniaS","X2001.01.01",6.35038375854492
"4488","Sarmasu","TransilvaniaS","X2001.01.01",8.84690380096436
"4489","Holod","Banat-Crisana","X2001.01.01",10.6511507034302
"4490","Vladeasa 1800","TransilvaniaN","X2001.01.01",4.98835611343384
"4491","Cluj-Napoca","TransilvaniaN","X2001.01.01",9.4666576385498
"4492","Negresti","Moldova","X2001.01.01",9.75997257232666
"4493","Roman","Moldova","X2001.01.01",9.7095890045166
"4494","Ceahlau Toaca","Moldova","X2001.01.01",7.71580839157104
"4495","Piatra Neamt","Moldova","X2001.01.01",9.40449333190918
"4496","Borod","Banat-Crisana","X2001.01.01",9.25043869018555
"4497","Oradea","Banat-Crisana","X2001.01.01",10.6624927520752
"4498","Bistrita","TransilvaniaN","X2001.01.01",8.22594547271729
"4499","Dej","TransilvaniaN","X2001.01.01",9.6623010635376
"4500","Iasi","Moldova","X2001.01.01",10.2278356552124
"4501","Zalau","TransilvaniaN","X2001.01.01",9.29846572875977
"4502","Cotnari","Moldova","X2001.01.01",9.67427444458008
"4503","Supuru de Jos","TransilvaniaN","X2001.01.01",10.3103837966919
"4504","Iezer","TransilvaniaN","X2001.01.01",3.61189031600952
"4505","Suceava","Moldova","X2001.01.01",8.53619194030762
"4506","Baia Mare","TransilvaniaN","X2001.01.01",8.72254753112793
"4507","Botosani","Moldova","X2001.01.01",9.77460289001465
"4508","Satu Mare","TransilvaniaN","X2001.01.01",10.1509590148926
"4509","Radauti","Moldova","X2001.01.01",8.22835636138916
"4510","Sighetul Marmatiei","TransilvaniaN","X2001.01.01",8.26509571075439
"4511","Zimnicea","Muntenia","X2002.01.01",12.0422401428223
"4512","Turnu Magurele","Muntenia","X2002.01.01",11.6554374694824
"4513","Bechet","Oltenia","X2002.01.01",12.3283061981201
"4514","Mangalia","Dobrogea","X2002.01.01",12.7353820800781
"4515","Giurgiu","Muntenia","X2002.01.01",12.0571041107178
"4516","Calafat","Oltenia","X2002.01.01",12.7076225280762
"4517","Alexandria","Muntenia","X2002.01.01",11.9064207077026
"4518","Bailesti","Oltenia","X2002.01.01",12.5010385513306
"4519","Caracal","Oltenia","X2002.01.01",11.9432516098022
"4520","Rosiori de Vede","Muntenia","X2002.01.01",11.8105192184448
"4521","Calarasi","Dobrogea","X2002.01.01",11.9865026473999
"4522","Constanta","Dobrogea","X2002.01.01",12.6817760467529
"4523","Craiova","Oltenia","X2002.01.01",11.7536888122559
"4524","Medgidia","Dobrogea","X2002.01.01",12.2767763137817
"4525","Videle","Muntenia","X2002.01.01",11.4985246658325
"4526","Slatina","Oltenia","X2002.01.01",11.7598085403442
"4527","Baneasa","Muntenia","X2002.01.01",11.5222129821777
"4528","Slobozia","Dobrogea","X2002.01.01",11.7969121932983
"4529","Stolnici","Muntenia","X2002.01.01",11.3882513046265
"4530","Drobeta Turnu-Severin","Oltenia","X2002.01.01",12.5472679138184
"4531","Titu","Muntenia","X2002.01.01",11.2793989181519
"4532","Urziceni","Muntenia","X2002.01.01",11.7501096725464
"4533","Moldova Veche","Banat-Crisana","X2002.01.01",12.3645353317261
"4534","Dragasani","Oltenia","X2002.01.01",11.2957372665405
"4535","Grivita","Dobrogea","X2002.01.01",11.7300815582275
"4536","Jurilovca","Dobrogea","X2002.01.01",12.4464483261108
"4537","Pitesti","Muntenia","X2002.01.01",11.0753555297852
"4538","Tg. Logresti","Oltenia","X2002.01.01",11.0969667434692
"4539","Sf. Gheorghe","Dobrogea","X2002.01.01",12.3554372787476
"4540","Targoviste","Muntenia","X2002.01.01",10.8671588897705
"4541","Ploiesti","Muntenia","X2002.01.01",11.2293720245361
"4542","Moraresti","Muntenia","X2002.01.01",10.4559288024902
"4543","Apa Neagra","Oltenia","X2002.01.01",11.4152183532715
"4544","Oravita","Banat-Crisana","X2002.01.01",11.7400817871094
"4545","Tg. Jiu","Oltenia","X2002.01.01",11.3911476135254
"4546","Ramnicu Valcea","Oltenia","X2002.01.01",10.7892074584961
"4547","Semenic","Banat-Crisana","X2002.01.01",7.49325132369995
"4548","Curtea de Arges","Muntenia","X2002.01.01",10.2365026473999
"4549","Buzau","Muntenia","X2002.01.01",11.7893171310425
"4550","Sulina","Dobrogea","X2002.01.01",12.4243440628052
"4551","Tulcea","Dobrogea","X2002.01.01",12.2175140380859
"4552","Gorgova","Dobrogea","X2002.01.01",12.2842350006104
"4553","Braila","Dobrogea","X2002.01.01",11.7059288024902
"4554","Tarcu","Banat-Crisana","X2002.01.01",6.27663946151733
"4555","Campulung Muscel","Muntenia","X2002.01.01",9.25734996795654
"4556","Resita","Banat-Crisana","X2002.01.01",11.7053556442261
"4557","Patarlagele","Muntenia","X2002.01.01",9.90445327758789
"4558","Banloc","Banat-Crisana","X2002.01.01",12.4179782867432
"4559","Parang","Oltenia","X2002.01.01",7.45409822463989
"4560","Sinaia 1500","Muntenia","X2002.01.01",5.82281398773193
"4561","Ramnicu Sarat","Muntenia","X2002.01.01",11.3952188491821
"4562","Caransebes","Banat-Crisana","X2002.01.01",11.5697813034058
"4563","Petrosani","Oltenia","X2002.01.01",8.0518856048584
"4564","Vf. Omu","Muntenia","X2002.01.01",5.82281398773193
"4565","Fundata","Muntenia","X2002.01.01",5.19672107696533
"4566","Predeal","Muntenia","X2002.01.01",5.52368831634521
"4567","Galati","Moldova","X2002.01.01",11.5646171569824
"4568","Lugoj","Banat-Crisana","X2002.01.01",11.8819122314453
"4569","Intorsura Buzaului","Muntenia","X2002.01.01",6.95655727386475
"4570","Focsani","Moldova","X2002.01.01",11.3615026473999
"4571","Brasov","TransilvaniaS","X2002.01.01",8.47961711883545
"4572","Timisoara","Banat-Crisana","X2002.01.01",12.0934152603149
"4573","Sibiu","TransilvaniaS","X2002.01.01",9.68513679504395
"4574","Fagaras","TransilvaniaS","X2002.01.01",9.39076519012451
"4575","Lacauti","TransilvaniaS","X2002.01.01",3.86081957817078
"4576","Tecuci","Moldova","X2002.01.01",11.215518951416
"4577","Sf. Gheorghe","TransilvaniaS","X2002.01.01",8.01655769348145
"4578","Deva","Banat-Crisana","X2002.01.01",10.85986328125
"4579","Sebes","TransilvaniaS","X2002.01.01",10.7452182769775
"4580","Tg. Seciuesc","TransilvaniaS","X2002.01.01",7.90688514709473
"4581","Sannicolau Mare","Banat-Crisana","X2002.01.01",12.1537427902222
"4582","Alba Iulia","TransilvaniaS","X2002.01.01",10.8619947433472
"4583","Baraolt","TransilvaniaS","X2002.01.01",8.10270500183105
"4584","Adjud","Moldova","X2002.01.01",10.7180328369141
"4585","Arad","Banat-Crisana","X2002.01.01",11.8424320220947
"4586","Dumbraveni","TransilvaniaS","X2002.01.01",9.80210399627686
"4587","Barlad","Moldova","X2002.01.01",10.7553548812866
"4588","Tg. Ocna","Moldova","X2002.01.01",9.76625728607178
"4589","Miercurea Ciuc","TransilvaniaS","X2002.01.01",7.04505443572998
"4590","Chisineu Cris","Banat-Crisana","X2002.01.01",12.0254373550415
"4591","Tg. Mures","TransilvaniaS","X2002.01.01",10.0389070510864
"4592","Baisoara","TransilvaniaN","X2002.01.01",6.05207633972168
"4593","Bacau","Moldova","X2002.01.01",10.2898635864258
"4594","Bucin","TransilvaniaS","X2002.01.01",5.89972686767578
"4595","Vaslui","Moldova","X2002.01.01",9.90325164794922
"4596","Stana de Vale","Banat-Crisana","X2002.01.01",6.2581148147583
"4597","Joseni","TransilvaniaS","X2002.01.01",6.82789611816406
"4598","Sarmasu","TransilvaniaS","X2002.01.01",9.51478099822998
"4599","Holod","Banat-Crisana","X2002.01.01",11.6149997711182
"4600","Vladeasa 1800","TransilvaniaN","X2002.01.01",6.00841522216797
"4601","Cluj-Napoca","TransilvaniaN","X2002.01.01",10.1893167495728
"4602","Negresti","Moldova","X2002.01.01",9.99551868438721
"4603","Roman","Moldova","X2002.01.01",9.99038219451904
"4604","Ceahlau Toaca","Moldova","X2002.01.01",8.14445400238037
"4605","Piatra Neamt","Moldova","X2002.01.01",9.76950836181641
"4606","Borod","Banat-Crisana","X2002.01.01",10.1441526412964
"4607","Oradea","Banat-Crisana","X2002.01.01",11.6745080947876
"4608","Bistrita","TransilvaniaN","X2002.01.01",8.75885200500488
"4609","Dej","TransilvaniaN","X2002.01.01",10.2755193710327
"4610","Iasi","Moldova","X2002.01.01",10.4282236099243
"4611","Zalau","TransilvaniaN","X2002.01.01",10.3109292984009
"4612","Cotnari","Moldova","X2002.01.01",9.9789342880249
"4613","Supuru de Jos","TransilvaniaN","X2002.01.01",11.376256942749
"4614","Iezer","TransilvaniaN","X2002.01.01",4.38508176803589
"4615","Suceava","Moldova","X2002.01.01",8.9034423828125
"4616","Baia Mare","TransilvaniaN","X2002.01.01",9.6035795211792
"4617","Botosani","Moldova","X2002.01.01",10.0275678634644
"4618","Satu Mare","TransilvaniaN","X2002.01.01",11.2132787704468
"4619","Radauti","Moldova","X2002.01.01",8.56849765777588
"4620","Sighetul Marmatiei","TransilvaniaN","X2002.01.01",8.98707675933838
"4621","Zimnicea","Muntenia","X2003.01.01",11.8518905639648
"4622","Turnu Magurele","Muntenia","X2003.01.01",11.3095893859863
"4623","Bechet","Oltenia","X2003.01.01",11.6468496322632
"4624","Mangalia","Dobrogea","X2003.01.01",11.3100004196167
"4625","Giurgiu","Muntenia","X2003.01.01",11.8615341186523
"4626","Calafat","Oltenia","X2003.01.01",11.9293699264526
"4627","Alexandria","Muntenia","X2003.01.01",11.6530132293701
"4628","Bailesti","Oltenia","X2003.01.01",11.732328414917
"4629","Caracal","Oltenia","X2003.01.01",11.3539180755615
"4630","Rosiori de Vede","Muntenia","X2003.01.01",11.4213972091675
"4631","Calarasi","Dobrogea","X2003.01.01",11.2876710891724
"4632","Constanta","Dobrogea","X2003.01.01",11.3594522476196
"4633","Craiova","Oltenia","X2003.01.01",10.8949861526489
"4634","Medgidia","Dobrogea","X2003.01.01",11.0575618743896
"4635","Videle","Muntenia","X2003.01.01",11.1614246368408
"4636","Slatina","Oltenia","X2003.01.01",11.0679721832275
"4637","Baneasa","Muntenia","X2003.01.01",11.0118627548218
"4638","Slobozia","Dobrogea","X2003.01.01",11.0521097183228
"4639","Stolnici","Muntenia","X2003.01.01",10.7697534561157
"4640","Drobeta Turnu-Severin","Oltenia","X2003.01.01",11.8085203170776
"4641","Titu","Muntenia","X2003.01.01",10.7115345001221
"4642","Urziceni","Muntenia","X2003.01.01",11.0607948303223
"4643","Moldova Veche","Banat-Crisana","X2003.01.01",11.8190135955811
"4644","Dragasani","Oltenia","X2003.01.01",10.4731779098511
"4645","Grivita","Dobrogea","X2003.01.01",10.960301399231
"4646","Jurilovca","Dobrogea","X2003.01.01",11.1192598342896
"4647","Pitesti","Muntenia","X2003.01.01",10.4022741317749
"4648","Tg. Logresti","Oltenia","X2003.01.01",10.4111776351929
"4649","Sf. Gheorghe","Dobrogea","X2003.01.01",11.0385751724243
"4650","Targoviste","Muntenia","X2003.01.01",10.2058353424072
"4651","Ploiesti","Muntenia","X2003.01.01",10.5425205230713
"4652","Moraresti","Muntenia","X2003.01.01",9.7682466506958
"4653","Apa Neagra","Oltenia","X2003.01.01",10.6655616760254
"4654","Oravita","Banat-Crisana","X2003.01.01",10.9656982421875
"4655","Tg. Jiu","Oltenia","X2003.01.01",10.7289867401123
"4656","Ramnicu Valcea","Oltenia","X2003.01.01",10.0689039230347
"4657","Semenic","Banat-Crisana","X2003.01.01",6.71967124938965
"4658","Curtea de Arges","Muntenia","X2003.01.01",9.63843822479248
"4659","Buzau","Muntenia","X2003.01.01",10.9418907165527
"4660","Sulina","Dobrogea","X2003.01.01",11.0284929275513
"4661","Tulcea","Dobrogea","X2003.01.01",10.9126300811768
"4662","Gorgova","Dobrogea","X2003.01.01",10.9180545806885
"4663","Braila","Dobrogea","X2003.01.01",10.8543558120728
"4664","Tarcu","Banat-Crisana","X2003.01.01",5.41282176971436
"4665","Campulung Muscel","Muntenia","X2003.01.01",8.6252326965332
"4666","Resita","Banat-Crisana","X2003.01.01",10.9015340805054
"4667","Patarlagele","Muntenia","X2003.01.01",9.12358951568604
"4668","Banloc","Banat-Crisana","X2003.01.01",11.4141368865967
"4669","Parang","Oltenia","X2003.01.01",6.7667121887207
"4670","Sinaia 1500","Muntenia","X2003.01.01",5.02191781997681
"4671","Ramnicu Sarat","Muntenia","X2003.01.01",10.4192056655884
"4672","Caransebes","Banat-Crisana","X2003.01.01",10.768274307251
"4673","Petrosani","Oltenia","X2003.01.01",7.45969867706299
"4674","Vf. Omu","Muntenia","X2003.01.01",5.02191781997681
"4675","Fundata","Muntenia","X2003.01.01",4.37386322021484
"4676","Predeal","Muntenia","X2003.01.01",4.74797248840332
"4677","Galati","Moldova","X2003.01.01",10.5961647033691
"4678","Lugoj","Banat-Crisana","X2003.01.01",10.988657951355
"4679","Intorsura Buzaului","Muntenia","X2003.01.01",6.25243854522705
"4680","Focsani","Moldova","X2003.01.01",10.6554517745972
"4681","Brasov","TransilvaniaS","X2003.01.01",7.80101346969604
"4682","Timisoara","Banat-Crisana","X2003.01.01",10.9698629379272
"4683","Sibiu","TransilvaniaS","X2003.01.01",9.08723258972168
"4684","Fagaras","TransilvaniaS","X2003.01.01",8.74342441558838
"4685","Lacauti","TransilvaniaS","X2003.01.01",3.02493143081665
"4686","Tecuci","Moldova","X2003.01.01",10.5281915664673
"4687","Sf. Gheorghe","TransilvaniaS","X2003.01.01",7.36386299133301
"4688","Deva","Banat-Crisana","X2003.01.01",10.1275615692139
"4689","Sebes","TransilvaniaS","X2003.01.01",9.97789001464844
"4690","Tg. Seciuesc","TransilvaniaS","X2003.01.01",7.29843854904175
"4691","Sannicolau Mare","Banat-Crisana","X2003.01.01",10.9285755157471
"4692","Alba Iulia","TransilvaniaS","X2003.01.01",10.061315536499
"4693","Baraolt","TransilvaniaS","X2003.01.01",7.39547967910767
"4694","Adjud","Moldova","X2003.01.01",10.1092052459717
"4695","Arad","Banat-Crisana","X2003.01.01",10.669095993042
"4696","Dumbraveni","TransilvaniaS","X2003.01.01",8.8147668838501
"4697","Barlad","Moldova","X2003.01.01",10.0494518280029
"4698","Tg. Ocna","Moldova","X2003.01.01",8.9151782989502
"4699","Miercurea Ciuc","TransilvaniaS","X2003.01.01",5.97035598754883
"4700","Chisineu Cris","Banat-Crisana","X2003.01.01",10.6673698425293
"4701","Tg. Mures","TransilvaniaS","X2003.01.01",8.93347930908203
"4702","Baisoara","TransilvaniaN","X2003.01.01",5.10961627960205
"4703","Bacau","Moldova","X2003.01.01",9.54238319396973
"4704","Bucin","TransilvaniaS","X2003.01.01",5.06695890426636
"4705","Vaslui","Moldova","X2003.01.01",9.17649269104004
"4706","Stana de Vale","Banat-Crisana","X2003.01.01",5.25983572006226
"4707","Joseni","TransilvaniaS","X2003.01.01",5.90030145645142
"4708","Sarmasu","TransilvaniaS","X2003.01.01",8.48498630523682
"4709","Holod","Banat-Crisana","X2003.01.01",10.4240274429321
"4710","Vladeasa 1800","TransilvaniaN","X2003.01.01",5.05402755737305
"4711","Cluj-Napoca","TransilvaniaN","X2003.01.01",9.27427387237549
"4712","Negresti","Moldova","X2003.01.01",9.23832893371582
"4713","Roman","Moldova","X2003.01.01",9.35441112518311
"4714","Ceahlau Toaca","Moldova","X2003.01.01",7.25942468643188
"4715","Piatra Neamt","Moldova","X2003.01.01",8.92780780792236
"4716","Borod","Banat-Crisana","X2003.01.01",9.11304092407227
"4717","Oradea","Banat-Crisana","X2003.01.01",10.4300546646118
"4718","Bistrita","TransilvaniaN","X2003.01.01",7.82468509674072
"4719","Dej","TransilvaniaN","X2003.01.01",9.36594486236572
"4720","Iasi","Moldova","X2003.01.01",9.71893119812012
"4721","Zalau","TransilvaniaN","X2003.01.01",9.31331539154053
"4722","Cotnari","Moldova","X2003.01.01",9.31243801116943
"4723","Supuru de Jos","TransilvaniaN","X2003.01.01",10.190767288208
"4724","Iezer","TransilvaniaN","X2003.01.01",3.56526017189026
"4725","Suceava","Moldova","X2003.01.01",8.18375301361084
"4726","Baia Mare","TransilvaniaN","X2003.01.01",8.69863033294678
"4727","Botosani","Moldova","X2003.01.01",9.39619159698486
"4728","Satu Mare","TransilvaniaN","X2003.01.01",10.0810136795044
"4729","Radauti","Moldova","X2003.01.01",7.78208208084106
"4730","Sighetul Marmatiei","TransilvaniaN","X2003.01.01",8.18569850921631
"4731","Zimnicea","Muntenia","X2004.01.01",11.9332332611084
"4732","Turnu Magurele","Muntenia","X2004.01.01",11.4619178771973
"4733","Bechet","Oltenia","X2004.01.01",11.8682470321655
"4734","Mangalia","Dobrogea","X2004.01.01",12.1683292388916
"4735","Giurgiu","Muntenia","X2004.01.01",11.8295345306396
"4736","Calafat","Oltenia","X2004.01.01",12.10378074646
"4737","Alexandria","Muntenia","X2004.01.01",11.7123565673828
"4738","Bailesti","Oltenia","X2004.01.01",11.9160823822021
"4739","Caracal","Oltenia","X2004.01.01",11.5176439285278
"4740","Rosiori de Vede","Muntenia","X2004.01.01",11.4909315109253
"4741","Calarasi","Dobrogea","X2004.01.01",11.6118078231812
"4742","Constanta","Dobrogea","X2004.01.01",12.1408767700195
"4743","Craiova","Oltenia","X2004.01.01",11.0310688018799
"4744","Medgidia","Dobrogea","X2004.01.01",11.6588497161865
"4745","Videle","Muntenia","X2004.01.01",11.1664113998413
"4746","Slatina","Oltenia","X2004.01.01",11.217041015625
"4747","Baneasa","Muntenia","X2004.01.01",10.981671333313
"4748","Slobozia","Dobrogea","X2004.01.01",11.239068031311
"4749","Stolnici","Muntenia","X2004.01.01",10.8975067138672
"4750","Drobeta Turnu-Severin","Oltenia","X2004.01.01",11.8267669677734
"4751","Titu","Muntenia","X2004.01.01",10.8015069961548
"4752","Urziceni","Muntenia","X2004.01.01",11.1787118911743
"4753","Moldova Veche","Banat-Crisana","X2004.01.01",11.5811233520508
"4754","Dragasani","Oltenia","X2004.01.01",10.6183290481567
"4755","Grivita","Dobrogea","X2004.01.01",11.0673971176147
"4756","Jurilovca","Dobrogea","X2004.01.01",11.8534250259399
"4757","Pitesti","Muntenia","X2004.01.01",10.5324382781982
"4758","Tg. Logresti","Oltenia","X2004.01.01",10.4629859924316
"4759","Sf. Gheorghe","Dobrogea","X2004.01.01",11.9976987838745
"4760","Targoviste","Muntenia","X2004.01.01",10.3251504898071
"4761","Ploiesti","Muntenia","X2004.01.01",10.7031784057617
"4762","Moraresti","Muntenia","X2004.01.01",9.83443832397461
"4763","Apa Neagra","Oltenia","X2004.01.01",10.7354516983032
"4764","Oravita","Banat-Crisana","X2004.01.01",10.764931678772
"4765","Tg. Jiu","Oltenia","X2004.01.01",10.7173700332642
"4766","Ramnicu Valcea","Oltenia","X2004.01.01",10.2361917495728
"4767","Semenic","Banat-Crisana","X2004.01.01",6.41052055358887
"4768","Curtea de Arges","Muntenia","X2004.01.01",9.68989086151123
"4769","Buzau","Muntenia","X2004.01.01",11.128246307373
"4770","Sulina","Dobrogea","X2004.01.01",11.9260549545288
"4771","Tulcea","Dobrogea","X2004.01.01",11.6712331771851
"4772","Gorgova","Dobrogea","X2004.01.01",11.8469867706299
"4773","Braila","Dobrogea","X2004.01.01",11.1988220214844
"4774","Tarcu","Banat-Crisana","X2004.01.01",5.10323286056519
"4775","Campulung Muscel","Muntenia","X2004.01.01",8.58805465698242
"4776","Resita","Banat-Crisana","X2004.01.01",10.7421369552612
"4777","Patarlagele","Muntenia","X2004.01.01",9.1026029586792
"4778","Banloc","Banat-Crisana","X2004.01.01",11.3933696746826
"4779","Parang","Oltenia","X2004.01.01",6.57999992370605
"4780","Sinaia 1500","Muntenia","X2004.01.01",5.01865768432617
"4781","Ramnicu Sarat","Muntenia","X2004.01.01",10.7128219604492
"4782","Caransebes","Banat-Crisana","X2004.01.01",10.6604928970337
"4783","Petrosani","Oltenia","X2004.01.01",7.275315284729
"4784","Vf. Omu","Muntenia","X2004.01.01",5.01865768432617
"4785","Fundata","Muntenia","X2004.01.01",4.34260272979736
